Displaying Data Collected From https://khro.health.go.ke/#/covid_19_tracker. Some Days are missing on the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Nairobi cases by day,Date,Mombasa,Date,Baringo,Date,Bomet,Date,Bungoma,Date,Busia,Date,Elgeyo-Marakwet,Date,Embu,Date,Garissa,Date,Homa Bay,Date,Isiolo,Date,Kajiado,Date,Kakamega,Date,Kericho(Number of Cases),Date,Kiambu,Date,Kilifi,Date,Kirinyaga,Date,Kisii,Date,Kisumu,Date,Kitui,Date,Kwale,Date,Laikipia,Date,Lamu,Date`,Machakos,Date,Makueni,Date,Mandera,Date,Marsabit,Date,Meru,Date,Migori,Date,Murang'a,Date,Nakuru,Date,Nandi,Date,Narok,Date,Nyamira,Date,Nyandarua,Date,Nyeri,Date,Samburu,Date,Siaya,Date,Taita Taveta,Date,Tharaka-Nithi,Date,Trans Nzoia,Date,Turkana,Date,Uasin Gishu,Date,Vihiga,Date,Wajir,Date,West Pokot
17.02.2021,197,17.02.2021,11,,,,,04.07.2021,25,09.03.2021,7,,,11.07.2021,3,31.05.2021,9,22.07.2021,5,,,09.03.2021,13,25.05.2021,6,24.05.2021,37,09.03.2021,42,28.03.2021,9,,,31.05.2021,9,22.03.2021,47,16.06.2021,3,26.07.2021,2,17.05.2021,4,,,16.03.2021,60,27.05.2021,4,,,,,10.04.2021,9,01.07.2021,1,10.04.2021,1,24.03.2021,122,01.07.2021,7,04.08.2021,4,,,07.08.2021,3,25.04.2021,2,,,13.06.2021,20,08.06.2021,1,,,22.07.2021,1,31.07.2021,1,25.03.2021,64,,,,,,
19.02.2021,105,19.02.2021,8,,,,,06.07.2021,3,10.03.2021,19,,,12.07.2021,2,02.06.2021,1,23.07.2021,7,,,10.03.2021,15,26.05.2021,5,25.05.2021,15,10.03.2021,82,30.03.2021,34,,,01.06.2021,1,23.03.2021,20,17.06.2021,1,27.07.2021,3,19.05.2021,3,,,18.03.2021,55,28.05.2021,1,,,,,12.04.2021,34,02.07.2021,20,11.04.2021,1,25.03.2021,186,03.07.2021,27,05.08.2021,3,,,,,26.04.2021,4,,,14.06.2021,30,13.06.2021,2,,,23.07.2021,1,02.08.2021,16,26.03.2021,8,,,,,,
21.02.2021,67,21.02.2021,3,,,,,07.07.2021,4,11.03.2021,14,,,13.07.2021,5,03.06.2021,6,25.07.2021,1,,,11.03.2021,20,27.05.2021,1,26.05.2021,22,12.03.2021,98,31.03.2021,10,,,02.06.2021,5,24.03.2021,28,21.06.2021,1,29.07.2021,1,20.05.2021,33,,,19.03.2021,55,29.05.2021,1,,,,,13.04.2021,35,03.07.2021,5,12.04.2021,13,26.03.2021,140,06.07.2021,8,06.08.2021,7,,,,,27.04.2021,3,,,15.06.2021,61,14.06.2021,1,,,24.07.2021,1,03.08.2021,6,28.03.2021,39,,,,,,
22.02.2021,132,22.02.2021,4,,,,,08.07.2021,3,15.03.2021,19,,,14.07.2021,7,04.06.2021,1,27.07.2021,1,,,13.03.2021,10,28.05.2021,32,27.05.2021,3,13.03.2021,12,01.04.2021,37,,,03.06.2021,5,25.03.2021,41,23.06.2021,37,30.07.2021,13,21.05.2021,2,,,20.03.2021,15,31.05.2021,10,,,,,14.04.2021,11,05.07.2021,2,13.04.2021,6,28.03.2021,36,07.07.2021,11,07.08.2021,2,,,,,28.04.2021,16,,,16.06.2021,123,17.06.2021,2,,,25.07.2021,1,04.08.2021,7,29.03.2021,65,,,,,,
24.02.2021,192,24.02.2021,11,,,,,09.07.2021,4,16.03.2021,16,,,15.07.2021,2,07.06.2021,3,28.07.2021,27,,,14.03.2021,20,29.05.2021,1,28.05.2021,24,15.03.2021,96,02.04.2021,23,,,04.06.2021,38,26.03.2021,27,24.06.2021,2,02.08.2021,1,22.05.2021,4,,,22.03.2021,68,04.06.2021,3,,,,,15.04.2021,27,07.07.2021,2,14.04.2021,116,29.03.2021,167,09.07.2021,17,,,,,,,29.04.2021,2,,,17.06.2021,138,18.06.2021,2,,,26.07.2021,18,07.08.2021,29,30.03.2021,42,,,,,,
26.02.2021,124,25.02.2021,27,,,,,12.07.2021,5,17.03.2021,6,,,16.07.2021,3,08.06.2021,1,29.07.2021,7,,,16.03.2021,28,30.05.2021,3,30.05.2021,6,16.03.2021,126,03.04.2021,11,,,05.06.2021,10,29.03.2021,26,25.06.2021,1,03.08.2021,4,23.05.2021,1,,,23.03.2021,80,07.06.2021,11,,,,,16.04.2021,30,08.07.2021,1,15.04.2021,5,30.03.2021,143,13.07.2021,19,,,,,,,30.04.2021,33,,,18.06.2021,60,19.06.2021,2,,,27.07.2021,1,08.08.2021,7,01.04.2021,83,,,,,,
27.02.2021,238,27.02.2021,20,,,,,13.07.2021,4,18.03.2021,7,,,18.07.2021,3,09.06.2021,1,30.07.2021,4,,,17.03.2021,23,31.05.2021,2,31.05.2021,14,18.03.2021,104,05.04.2021,10,,,06.06.2021,3,31.03.2021,21,28.06.2021,2,04.08.2021,1,24.05.2021,1,,,24.03.2021,45,14.06.2021,1,,,,,17.04.2021,1,09.07.2021,12,16.04.2021,13,01.04.2021,147,15.07.2021,13,,,,,,,01.05.2021,11,,,19.06.2021,15,21.06.2021,5,,,28.07.2021,1,,,02.04.2021,38,,,,,,
01.03.2021,198,02.03.2021,12,,,,,14.07.2021,13,19.03.2021,6,,,19.07.2021,3,10.06.2021,3,31.07.2021,3,,,18.03.2021,16,02.06.2021,2,01.06.2021,1,19.03.2021,87,06.04.2021,36,,,07.06.2021,10,01.04.2021,38,29.06.2021,5,06.08.2021,1,25.05.2021,2,,,26.03.2021,46,18.06.2021,1,,,,,18.04.2021,18,13.07.2021,5,17.04.2021,10,02.04.2021,26,16.07.2021,12,,,,,,,02.05.2021,2,,,20.06.2021,26,22.06.2021,5,,,29.07.2021,5,,,03.04.2021,48,,,,,,
03.03.2021,363,03.03.2021,17,,,,,16.07.2021,18,20.03.2021,5,,,21.07.2021,5,11.06.2021,1,01.08.2021,1,,,20.03.2021,24,03.06.2021,2,02.06.2021,7,21.03.2021,120,07.04.2021,20,,,08.06.2021,5,02.04.2021,3,01.07.2021,1,07.08.2021,2,28.05.2021,1,,,27.03.2021,44,20.06.2021,2,,,,,19.04.2021,1,14.07.2021,5,18.04.2021,1,04.04.2021,13,19.07.2021,17,,,,,,,03.05.2021,2,,,21.06.2021,57,25.06.2021,4,,,30.07.2021,11,,,05.04.2021,23,,,,,,
04.03.2021,320,05.03.2021,7,,,,,19.07.2021,2,22.03.2021,1,,,22.07.2021,6,14.06.2021,2,03.08.2021,2,,,21.03.2021,34,04.06.2021,2,03.06.2021,8,22.03.2021,103,08.04.2021,32,,,09.06.2021,34,03.04.2021,1,02.07.2021,3,08.08.2021,2,30.05.2021,1,,,28.03.2021,29,21.06.2021,10,,,,,20.04.2021,28,16.07.2021,6,19.04.2021,2,05.04.2021,15,21.07.2021,3,,,,,,,04.05.2021,3,,,22.06.2021,83,28.06.2021,7,,,01.08.2021,1,,,07.04.2021,66,,,,,,
06.03.2021,304,06.03.2021,11,,,,,20.07.2021,1,23.03.2021,2,,,23.07.2021,1,16.06.2021,5,04.08.2021,27,,,23.03.2021,44,05.06.2021,2,04.06.2021,29,24.03.2021,51,09.04.2021,24,,,10.06.2021,14,06.04.2021,36,03.07.2021,1,,,31.05.2021,1,,,30.03.2021,43,22.06.2021,1,,,,,21.04.2021,54,18.07.2021,4,20.04.2021,33,06.04.2021,92,22.07.2021,36,,,,,,,05.05.2021,18,,,23.06.2021,76,29.06.2021,6,,,02.08.2021,10,,,08.04.2021,65,,,,,,
08.03.2021,190,08.03.2021,36,,,,,21.07.2021,4,24.03.2021,19,,,24.07.2021,3,17.06.2021,4,05.08.2021,27,,,24.03.2021,24,07.06.2021,3,05.06.2021,1,25.03.2021,115,11.04.2021,16,,,11.06.2021,34,07.04.2021,43,05.07.2021,3,,,01.06.2021,2,,,31.03.2021,61,23.06.2021,2,,,,,22.04.2021,13,19.07.2021,23,21.04.2021,22,08.04.2021,49,24.07.2021,13,,,,,,,06.05.2021,29,,,24.06.2021,83,30.06.2021,7,,,03.08.2021,1,,,09.04.2021,45,,,,,,
09.03.2021,442,10.03.2021,17,,,,,22.07.2021,8,25.03.2021,5,,,26.07.2021,7,18.06.2021,2,06.08.2021,4,,,26.03.2021,49,08.06.2021,13,07.06.2021,21,27.03.2021,99,12.04.2021,13,,,12.06.2021,6,08.04.2021,25,06.07.2021,10,,,02.06.2021,1,,,02.04.2021,37,28.06.2021,4,,,,,23.04.2021,10,21.07.2021,3,22.04.2021,9,09.04.2021,68,25.07.2021,2,,,,,,,07.05.2021,7,,,25.06.2021,50,02.07.2021,4,,,06.08.2021,1,,,11.04.2021,21,,,,,,
11.03.2021,393,11.03.2021,22,,,,,23.07.2021,6,26.03.2021,6,,,27.07.2021,3,21.06.2021,2,07.08.2021,1,,,27.03.2021,39,09.06.2021,21,08.06.2021,6,28.03.2021,28,13.04.2021,19,,,13.06.2021,9,10.04.2021,9,08.07.2021,2,,,06.06.2021,1,,,03.04.2021,33,04.07.2021,1,,,,,24.04.2021,27,23.07.2021,5,23.04.2021,8,10.04.2021,18,26.07.2021,5,,,,,,,08.05.2021,7,,,26.06.2021,15,03.07.2021,2,,,08.08.2021,4,,,12.04.2021,66,,,,,,
13.03.2021,256,14.03.2021,18,,,,,27.07.2021,8,29.03.2021,23,,,28.07.2021,8,22.06.2021,2,,,,,28.03.2021,22,10.06.2021,7,09.06.2021,8,30.03.2021,64,14.04.2021,16,,,14.06.2021,7,11.04.2021,1,09.07.2021,1,,,07.06.2021,1,,,04.04.2021,30,08.07.2021,27,,,,,26.04.2021,2,26.07.2021,14,24.04.2021,4,12.04.2021,43,27.07.2021,6,,,,,,,10.05.2021,2,,,27.06.2021,17,08.07.2021,2,,,,,,,13.04.2021,39,,,,,,
14.03.2021,539,15.03.2021,15,,,,,28.07.2021,1,31.03.2021,3,,,30.07.2021,16,23.06.2021,2,,,,,30.03.2021,26,11.06.2021,8,10.06.2021,33,31.03.2021,77,16.04.2021,15,,,15.06.2021,7,12.04.2021,41,12.07.2021,23,,,08.06.2021,1,,,06.04.2021,37,11.07.2021,2,,,,,27.04.2021,15,27.07.2021,10,25.04.2021,1,13.04.2021,38,28.07.2021,8,,,,,,,11.05.2021,3,,,28.06.2021,53,09.07.2021,18,,,,,,,14.04.2021,43,,,,,,
16.03.2021,606,17.03.2021,41,,,,,29.07.2021,2,01.04.2021,9,,,31.07.2021,2,24.06.2021,2,,,,,31.03.2021,20,12.06.2021,4,11.06.2021,33,02.04.2021,94,17.04.2021,20,,,16.06.2021,13,13.04.2021,46,13.07.2021,1,,,09.06.2021,1,,,07.04.2021,39,12.07.2021,6,,,,,28.04.2021,10,28.07.2021,60,26.04.2021,4,14.04.2021,63,30.07.2021,28,,,,,,,12.05.2021,6,,,29.06.2021,53,10.07.2021,1,,,,,,,16.04.2021,94,,,,,,
18.03.2021,711,19.03.2021,57,,,,,30.07.2021,4,02.04.2021,5,,,01.08.2021,3,25.06.2021,3,,,,,02.04.2021,28,13.06.2021,8,12.06.2021,1,03.04.2021,92,18.04.2021,1,,,17.06.2021,24,14.04.2021,36,14.07.2021,10,,,11.06.2021,2,,,08.04.2021,50,13.07.2021,1,,,,,29.04.2021,15,29.07.2021,11,27.04.2021,5,16.04.2021,69,01.08.2021,1,,,,,,,13.05.2021,12,,,30.06.2021,19,12.07.2021,14,,,,,,,17.04.2021,24,,,,,,
19.03.2021,630,20.03.2021,16,,,,,31.07.2021,1,06.04.2021,12,,,02.08.2021,6,26.06.2021,1,,,,,03.04.2021,23,14.06.2021,18,14.06.2021,5,05.04.2021,29,19.04.2021,20,,,18.06.2021,78,15.04.2021,36,15.07.2021,2,,,13.06.2021,5,,,10.04.2021,13,14.07.2021,11,,,,,30.04.2021,12,30.07.2021,4,28.04.2021,10,17.04.2021,19,02.08.2021,11,,,,,,,14.05.2021,12,,,01.07.2021,36,13.07.2021,2,,,,,,,18.04.2021,14,,,,,,
21.03.2021,728,22.03.2021,26,,,,,03.08.2021,1,07.04.2021,23,,,03.08.2021,11,27.06.2021,6,,,,,04.04.2021,9,15.06.2021,19,15.06.2021,16,06.04.2021,142,20.04.2021,10,,,19.06.2021,33,16.04.2021,15,16.07.2021,2,,,14.06.2021,2,,,11.04.2021,12,16.07.2021,6,,,,,01.05.2021,28,02.08.2021,5,29.04.2021,5,18.04.2021,9,03.08.2021,1,,,,,,,16.05.2021,1,,,02.07.2021,28,14.07.2021,1,,,,,,,20.04.2021,44,,,,,,
23.03.2021,862,23.03.2021,30,,,,,04.08.2021,6,08.04.2021,22,,,04.08.2021,15,28.06.2021,1,,,,,06.04.2021,28,16.06.2021,17,17.06.2021,8,07.04.2021,123,22.04.2021,4,,,20.06.2021,20,20.04.2021,25,18.07.2021,2,,,15.06.2021,1,,,12.04.2021,41,19.07.2021,1,,,,,03.05.2021,13,03.08.2021,3,30.04.2021,5,20.04.2021,63,04.08.2021,2,,,,,,,17.05.2021,14,,,03.07.2021,22,15.07.2021,6,,,,,,,21.04.2021,29,,,,,,
24.03.2021,766,25.03.2021,76,,,,,05.08.2021,4,11.04.2021,1,,,05.08.2021,17,01.07.2021,3,,,,,07.04.2021,28,17.06.2021,19,18.06.2021,11,09.04.2021,67,23.04.2021,7,,,21.06.2021,4,21.04.2021,23,19.07.2021,10,,,16.06.2021,2,,,14.04.2021,35,20.07.2021,1,,,,,04.05.2021,9,04.08.2021,3,01.05.2021,2,21.04.2021,31,05.08.2021,22,,,,,,,18.05.2021,4,,,05.07.2021,21,16.07.2021,6,,,,,,,22.04.2021,42,,,,,,
26.03.2021,465,27.03.2021,1,,,,,06.08.2021,1,12.04.2021,19,,,06.08.2021,14,05.07.2021,1,,,,,09.04.2021,24,18.06.2021,79,19.06.2021,1,10.04.2021,38,24.04.2021,36,,,22.06.2021,8,22.04.2021,29,21.07.2021,2,,,17.06.2021,1,,,15.04.2021,19,21.07.2021,28,,,,,05.05.2021,4,05.08.2021,9,02.05.2021,2,22.04.2021,43,06.08.2021,6,,,,,,,19.05.2021,3,,,06.07.2021,18,18.07.2021,4,,,,,,,23.04.2021,66,,,,,,
28.03.2021,708,29.03.2021,29,,,,,,,13.04.2021,24,,,07.08.2021,5,07.07.2021,5,,,,,10.04.2021,14,19.06.2021,6,20.06.2021,1,12.04.2021,67,25.04.2021,2,,,23.06.2021,35,23.04.2021,90,22.07.2021,4,,,20.06.2021,1,,,16.04.2021,31,22.07.2021,3,,,,,06.05.2021,10,06.08.2021,10,03.05.2021,3,24.04.2021,10,07.08.2021,11,,,,,,,20.05.2021,8,,,07.07.2021,26,19.07.2021,6,,,,,,,25.04.2021,11,,,,,,
29.03.2021,675,31.03.2021,24,,,,,,,14.04.2021,16,,,,,08.07.2021,8,,,,,11.04.2021,14,20.06.2021,4,21.06.2021,46,13.04.2021,49,26.04.2021,7,,,24.06.2021,29,24.04.2021,1,23.07.2021,14,,,21.06.2021,12,,,18.04.2021,10,25.07.2021,1,,,,,07.05.2021,11,,,04.05.2021,3,25.04.2021,3,08.08.2021,4,,,,,,,21.05.2021,17,,,08.07.2021,8,20.07.2021,4,,,,,,,26.04.2021,7,,,,,,
31.03.2021,485,01.04.2021,107,,,,,,,15.04.2021,31,,,,,09.07.2021,1,,,,,13.04.2021,23,21.06.2021,21,22.06.2021,35,15.04.2021,28,28.04.2021,13,,,25.06.2021,1,26.04.2021,19,24.07.2021,3,,,24.06.2021,2,,,19.04.2021,31,26.07.2021,43,,,,,08.05.2021,2,,,05.05.2021,9,26.04.2021,28,,,,,,,,,22.05.2021,17,,,09.07.2021,15,21.07.2021,9,,,,,,,27.04.2021,29,,,,,,
02.04.2021,612,03.04.2021,27,,,,,,,16.04.2021,14,,,,,11.07.2021,1,,,,,14.04.2021,23,22.06.2021,15,23.06.2021,39,16.04.2021,71,29.04.2021,3,,,26.06.2021,1,27.04.2021,31,25.07.2021,3,,,25.06.2021,6,,,20.04.2021,13,27.07.2021,1,,,,,09.05.2021,5,,,06.05.2021,3,28.04.2021,17,,,,,,,,,23.05.2021,2,,,10.07.2021,4,22.07.2021,1,,,,,,,29.04.2021,17,,,,,,
03.04.2021,538,05.04.2021,4,,,,,,,20.04.2021,14,,,,,12.07.2021,20,,,,,16.04.2021,13,23.06.2021,26,24.06.2021,16,18.04.2021,9,30.04.2021,20,,,27.06.2021,35,29.04.2021,38,26.07.2021,14,,,26.06.2021,6,,,22.04.2021,14,29.07.2021,28,,,,,10.05.2021,2,,,07.05.2021,2,29.04.2021,56,,,,,,,,,26.05.2021,5,,,11.07.2021,7,23.07.2021,1,,,,,,,30.04.2021,49,,,,,,
05.04.2021,246,06.04.2021,65,,,,,,,21.04.2021,31,,,,,13.07.2021,3,,,,,17.04.2021,8,24.06.2021,31,25.06.2021,4,19.04.2021,21,01.05.2021,19,,,28.06.2021,57,30.04.2021,36,27.07.2021,5,,,28.06.2021,10,,,23.04.2021,28,30.07.2021,2,,,,,11.05.2021,40,,,08.05.2021,9,30.04.2021,24,,,,,,,,,27.05.2021,7,,,12.07.2021,14,24.07.2021,2,,,,,,,01.05.2021,52,,,,,,
07.04.2021,784,08.04.2021,54,,,,,,,22.04.2021,3,,,,,14.07.2021,5,,,,,18.04.2021,2,25.06.2021,31,26.06.2021,6,21.04.2021,15,03.05.2021,16,,,29.06.2021,50,01.05.2021,7,28.07.2021,15,,,29.06.2021,4,,,24.04.2021,5,31.07.2021,3,,,,,12.05.2021,39,,,10.05.2021,3,02.05.2021,1,,,,,,,,,28.05.2021,4,,,13.07.2021,25,25.07.2021,2,,,,,,,02.05.2021,22,,,,,,
08.04.2021,351,09.04.2021,52,,,,,,,23.04.2021,28,,,,,15.07.2021,1,,,,,20.04.2021,13,26.06.2021,12,28.06.2021,13,22.04.2021,26,05.05.2021,8,,,01.07.2021,25,03.05.2021,29,29.07.2021,13,,,01.07.2021,10,,,26.04.2021,6,02.08.2021,5,,,,,13.05.2021,6,,,11.05.2021,4,03.05.2021,10,,,,,,,,,29.05.2021,3,,,14.07.2021,23,26.07.2021,8,,,,,,,05.05.2021,31,,,,,,
10.04.2021,263,11.04.2021,17,,,,,,,24.04.2021,19,,,,,16.07.2021,4,,,,,21.04.2021,6,27.06.2021,13,29.06.2021,10,24.04.2021,27,06.05.2021,44,,,02.07.2021,4,04.05.2021,33,30.07.2021,2,,,02.07.2021,5,,,27.04.2021,19,03.08.2021,45,,,,,14.05.2021,42,,,12.05.2021,1,04.05.2021,9,,,,,,,,,31.05.2021,1,,,15.07.2021,5,27.07.2021,11,,,,,,,06.05.2021,22,,,,,,
12.04.2021,295,13.04.2021,47,,,,,,,26.04.2021,6,,,,,18.07.2021,1,,,,,23.04.2021,12,28.06.2021,26,30.06.2021,6,25.04.2021,13,08.05.2021,38,,,03.07.2021,1,05.05.2021,58,31.07.2021,16,,,06.07.2021,14,,,28.04.2021,3,04.08.2021,25,,,,,17.05.2021,17,,,13.05.2021,6,06.05.2021,24,,,,,,,,,03.06.2021,9,,,16.07.2021,26,28.07.2021,3,,,,,,,07.05.2021,20,,,,,,
13.04.2021,351,14.04.2021,28,,,,,,,28.04.2021,15,,,,,19.07.2021,7,,,,,24.04.2021,6,29.06.2021,13,01.07.2021,4,27.04.2021,21,10.05.2021,11,,,04.07.2021,1,06.05.2021,17,01.08.2021,1,,,07.07.2021,1,,,30.04.2021,12,05.08.2021,9,,,,,18.05.2021,6,,,15.05.2021,1,07.05.2021,21,,,,,,,,,04.06.2021,3,,,17.07.2021,2,29.07.2021,2,,,,,,,09.05.2021,4,,,,,,
15.04.2021,323,16.04.2021,35,,,,,,,29.04.2021,1,,,,,20.07.2021,3,,,,,25.04.2021,9,30.06.2021,7,02.07.2021,12,28.04.2021,8,12.05.2021,11,,,05.07.2021,4,10.05.2021,51,02.08.2021,4,,,09.07.2021,10,,,01.05.2021,7,06.08.2021,30,,,,,19.05.2021,21,,,17.05.2021,5,09.05.2021,3,,,,,,,,,05.06.2021,18,,,18.07.2021,3,30.07.2021,31,,,,,,,10.05.2021,6,,,,,,
17.04.2021,178,17.04.2021,12,,,,,,,30.04.2021,15,,,,,21.07.2021,5,,,,,27.04.2021,12,01.07.2021,13,03.07.2021,9,30.04.2021,22,13.05.2021,2,,,06.07.2021,13,11.05.2021,36,03.08.2021,14,,,11.07.2021,1,,,02.05.2021,4,07.08.2021,1,,,,,20.05.2021,15,,,19.05.2021,5,10.05.2021,5,,,,,,,,,07.06.2021,2,,,19.07.2021,8,31.07.2021,5,,,,,,,11.05.2021,25,,,,,,
18.04.2021,153,19.04.2021,17,,,,,,,04.05.2021,1,,,,,22.07.2021,10,,,,,28.04.2021,4,02.07.2021,14,04.07.2021,2,01.05.2021,14,14.05.2021,15,,,08.07.2021,6,12.05.2021,37,04.08.2021,6,,,12.07.2021,104,,,04.05.2021,10,08.08.2021,20,,,,,21.05.2021,1,,,20.05.2021,2,11.05.2021,12,,,,,,,,,08.06.2021,11,,,20.07.2021,4,02.08.2021,7,,,,,,,12.05.2021,8,,,,,,
20.04.2021,330,21.04.2021,89,,,,,,,05.05.2021,50,,,,,23.07.2021,8,,,,,30.04.2021,4,03.07.2021,4,05.07.2021,2,03.05.2021,5,15.05.2021,8,,,10.07.2021,3,13.05.2021,53,05.08.2021,7,,,13.07.2021,1,,,05.05.2021,12,,,,,,,22.05.2021,8,,,21.05.2021,8,13.05.2021,12,,,,,,,,,09.06.2021,2,,,21.07.2021,12,03.08.2021,12,,,,,,,14.05.2021,15,,,,,,
22.04.2021,273,22.04.2021,44,,,,,,,06.05.2021,1,,,,,24.07.2021,3,,,,,01.05.2021,5,04.07.2021,7,06.07.2021,1,04.05.2021,14,16.05.2021,3,,,12.07.2021,6,14.05.2021,3,06.08.2021,20,,,14.07.2021,11,,,06.05.2021,3,,,,,,,23.05.2021,1,,,22.05.2021,4,14.05.2021,11,,,,,,,,,11.06.2021,31,,,22.07.2021,25,04.08.2021,4,,,,,,,15.05.2021,8,,,,,,
24.04.2021,138,24.04.2021,73,,,,,,,12.05.2021,24,,,,,26.07.2021,7,,,,,02.05.2021,1,05.07.2021,3,07.07.2021,64,06.05.2021,15,18.05.2021,9,,,15.07.2021,5,15.05.2021,1,07.08.2021,41,,,16.07.2021,4,,,08.05.2021,5,,,,,,,24.05.2021,2,,,23.05.2021,1,15.05.2021,1,,,,,,,,,13.06.2021,2,,,23.07.2021,8,05.08.2021,7,,,,,,,17.05.2021,10,,,,,,
25.04.2021,117,27.04.2021,23,,,,,,,14.05.2021,18,,,,,27.07.2021,6,,,,,04.05.2021,4,06.07.2021,19,08.07.2021,8,07.05.2021,15,19.05.2021,10,,,18.07.2021,3,17.05.2021,102,,,,,19.07.2021,1,,,09.05.2021,1,,,,,,,25.05.2021,3,,,24.05.2021,2,17.05.2021,6,,,,,,,,,15.06.2021,4,,,24.07.2021,5,06.08.2021,5,,,,,,,18.05.2021,3,,,,,,
27.04.2021,246,28.04.2021,51,,,,,,,15.05.2021,4,,,,,28.07.2021,5,,,,,05.05.2021,8,07.07.2021,2,09.07.2021,16,09.05.2021,1,20.05.2021,22,,,19.07.2021,2,18.05.2021,64,,,,,21.07.2021,5,,,10.05.2021,2,,,,,,,26.05.2021,6,,,25.05.2021,3,18.05.2021,19,,,,,,,,,16.06.2021,1,,,25.07.2021,1,07.08.2021,40,,,,,,,20.05.2021,11,,,,,,
29.04.2021,97,30.04.2021,60,,,,,,,16.05.2021,9,,,,,29.07.2021,8,,,,,07.05.2021,10,08.07.2021,10,12.07.2021,5,10.05.2021,12,21.05.2021,8,,,21.07.2021,2,20.05.2021,36,,,,,22.07.2021,2,,,13.05.2021,4,,,,,,,27.05.2021,1,,,26.05.2021,5,19.05.2021,80,,,,,,,,,17.06.2021,2,,,26.07.2021,19,08.08.2021,1,,,,,,,21.05.2021,18,,,,,,
30.04.2021,176,01.05.2021,9,,,,,,,17.05.2021,18,,,,,30.07.2021,5,,,,,08.05.2021,3,09.07.2021,5,13.07.2021,6,12.05.2021,10,22.05.2021,13,,,22.07.2021,4,21.05.2021,103,,,,,23.07.2021,2,,,15.05.2021,3,,,,,,,28.05.2021,2,,,27.05.2021,5,21.05.2021,16,,,,,,,,,18.06.2021,6,,,27.07.2021,7,01.01.1970,1,,,,,,,22.05.2021,6,,,,,,
02.05.2021,71,03.05.2021,36,,,,,,,18.05.2021,1,,,,,31.07.2021,2,,,,,11.05.2021,2,11.07.2021,1,14.07.2021,15,13.05.2021,8,24.05.2021,1,,,23.07.2021,1,22.05.2021,6,,,,,24.07.2021,3,,,16.05.2021,2,,,,,,,29.05.2021,4,,,28.05.2021,5,22.05.2021,3,,,,,,,,,19.06.2021,1,,,28.07.2021,9,01.01.1970,1,,,,,,,24.05.2021,14,,,,,,
04.05.2021,131,05.05.2021,88,,,,,,,20.05.2021,53,,,,,01.08.2021,14,,,,,13.05.2021,4,12.07.2021,2,16.07.2021,19,15.05.2021,1,25.05.2021,1,,,24.07.2021,1,23.05.2021,1,,,,,26.07.2021,5,,,18.05.2021,3,,,,,,,30.05.2021,1,,,01.06.2021,1,23.05.2021,1,,,,,,,,,21.06.2021,1,,,29.07.2021,8,01.01.1970,1,,,,,,,25.05.2021,13,,,,,,
05.05.2021,150,06.05.2021,39,,,,,,,21.05.2021,24,,,,,02.08.2021,15,,,,,14.05.2021,5,13.07.2021,14,17.07.2021,2,16.05.2021,2,26.05.2021,9,,,26.07.2021,3,24.05.2021,110,,,,,27.07.2021,6,,,19.05.2021,8,,,,,,,01.06.2021,6,,,03.06.2021,4,25.05.2021,12,,,,,,,,,22.06.2021,3,,,30.07.2021,5,,,,,,,,,26.05.2021,6,,,,,,
07.05.2021,148,08.05.2021,15,,,,,,,22.05.2021,1,,,,,03.08.2021,1,,,,,17.05.2021,3,14.07.2021,4,18.07.2021,4,18.05.2021,4,27.05.2021,2,,,27.07.2021,3,25.05.2021,67,,,,,28.07.2021,16,,,20.05.2021,5,,,,,,,02.06.2021,3,,,05.06.2021,4,26.05.2021,7,,,,,,,,,23.06.2021,4,,,31.07.2021,1,,,,,,,,,27.05.2021,12,,,,,,
09.05.2021,32,09.05.2021,1,,,,,,,24.05.2021,28,,,,,04.08.2021,18,,,,,18.05.2021,7,15.07.2021,2,19.07.2021,8,19.05.2021,7,29.05.2021,10,,,28.07.2021,2,26.05.2021,57,,,,,29.07.2021,1,,,22.05.2021,3,,,,,,,03.06.2021,1,,,07.06.2021,1,27.05.2021,11,,,,,,,,,24.06.2021,3,,,01.08.2021,2,,,,,,,,,29.05.2021,3,,,,,,
10.05.2021,95,11.05.2021,27,,,,,,,25.05.2021,8,,,,,05.08.2021,9,,,,,20.05.2021,4,16.07.2021,1,20.07.2021,1,20.05.2021,8,31.05.2021,19,,,29.07.2021,3,28.05.2021,44,,,,,01.08.2021,4,,,23.05.2021,11,,,,,,,05.06.2021,4,,,08.06.2021,4,29.05.2021,5,,,,,,,,,25.06.2021,7,,,02.08.2021,8,,,,,,,,,30.05.2021,3,,,,,,
12.05.2021,82,13.05.2021,37,,,,,,,27.05.2021,12,,,,,06.08.2021,28,,,,,21.05.2021,3,18.07.2021,1,21.07.2021,11,22.05.2021,84,01.06.2021,12,,,30.07.2021,2,29.05.2021,4,,,,,02.08.2021,13,,,24.05.2021,3,,,,,,,07.06.2021,2,,,09.06.2021,2,30.05.2021,2,,,,,,,,,26.06.2021,5,,,03.08.2021,4,,,,,,,,,31.05.2021,5,,,,,,
