Displaying Data Collected From https://khro.health.go.ke/#/covid_19_tracker. Some Days are missing on the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Nairobi cases by day,Date,Mombasa,Date,Baringo,Date,Bomet,Date,Bungoma,Date,Busia,Date,Elgeyo-Marakwet,Date,Embu,Date,Garissa,Date,Homa Bay,Date,Isiolo,Date,Kajiado,Date,Kakamega,Date,Kericho(Number of Cases),Date,Kiambu,Date,Kilifi,Date,Kirinyaga,Date,Kisii,Date,Kisumu,Date,Kitui,Date,Kwale,Date,Laikipia,Date,Lamu,Date`,Machakos,Date,Makueni,Date,Mandera,Date,Marsabit,Date,Meru,Date,Migori,Date,Murang'a,Date,Nakuru,Date,Nandi,Date,Narok,Date,Nyamira,Date,Nyandarua,Date,Nyeri,Date,Samburu,Date,Siaya,Date,Taita Taveta,Date,Tharaka-Nithi,Date,Trans Nzoia,Date,Turkana,Date,Uasin Gishu,Date,Vihiga,Date,Wajir,Date,West Pokot
16.06.2020,112,21.06.2020,21,12.03.2021,2,05.11.2020,1,09.11.2020,2,26.07.2020,2,16.03.2021,2,24.10.2020,2,28.08.2020,1,24.11.2020,12,20.11.2020,2,24.07.2020,35,14.10.2020,28,24.09.2020,2,31.07.2020,62,24.08.2020,5,23.11.2020,6,02.10.2020,12,31.08.2020,1,29.10.2020,1,31.10.2020,8,03.10.2020,1,10.12.2020,5,14.08.2020,3,27.09.2020,1,16.04.2021,4,02.04.2021,1,03.10.2020,3,07.09.2020,9,06.09.2020,3,20.08.2020,25,01.11.2020,2,25.09.2020,4,01.12.2020,9,14.11.2020,1,11.09.2020,6,13.04.2021,1,30.10.2020,10,19.09.2020,1,11.12.2020,1,19.10.2020,10,24.10.2020,47,17.08.2020,18,05.12.2020,6,24.06.2021,1,19.04.2021,1
18.06.2020,56,23.06.2020,37,15.03.2021,1,06.11.2020,5,10.11.2020,17,27.07.2020,7,17.03.2021,1,28.10.2020,11,29.08.2020,8,25.11.2020,2,23.11.2020,3,25.07.2020,96,16.10.2020,32,25.09.2020,1,02.08.2020,27,25.08.2020,3,25.11.2020,1,05.10.2020,1,01.09.2020,9,01.11.2020,1,01.11.2020,3,05.10.2020,1,14.12.2020,1,15.08.2020,11,30.09.2020,1,20.04.2021,7,09.04.2021,6,04.10.2020,2,09.09.2020,1,08.09.2020,7,21.08.2020,24,02.11.2020,2,26.09.2020,2,03.12.2020,35,17.11.2020,35,12.09.2020,2,14.04.2021,1,03.11.2020,12,20.09.2020,2,13.12.2020,1,21.10.2020,3,26.10.2020,4,18.08.2020,28,08.12.2020,1,15.07.2021,2,20.04.2021,2
19.06.2020,61,25.06.2020,20,17.03.2021,2,08.11.2020,1,12.11.2020,7,28.07.2020,19,18.03.2021,1,29.10.2020,2,31.08.2020,15,26.11.2020,2,25.11.2020,1,27.07.2020,26,17.10.2020,27,26.09.2020,5,03.08.2020,34,27.08.2020,4,27.11.2020,1,06.10.2020,15,04.09.2020,9,03.11.2020,7,02.11.2020,13,06.10.2020,5,15.12.2020,,16.08.2020,9,02.10.2020,1,21.04.2021,4,13.04.2021,4,05.10.2020,1,11.09.2020,6,10.09.2020,1,24.08.2020,1,04.11.2020,3,30.09.2020,6,10.12.2020,15,21.11.2020,1,15.09.2020,1,20.04.2021,4,04.11.2020,10,24.09.2020,5,19.12.2020,1,22.10.2020,12,27.10.2020,2,19.08.2020,10,11.12.2020,3,26.07.2021,1,21.04.2021,3
21.06.2020,28,26.06.2020,38,18.03.2021,11,09.11.2020,19,13.11.2020,41,29.07.2020,19,19.03.2021,2,30.10.2020,2,01.09.2020,12,27.11.2020,1,26.11.2020,10,28.07.2020,33,19.10.2020,4,28.09.2020,36,04.08.2020,112,29.08.2020,1,28.11.2020,9,07.10.2020,10,05.09.2020,12,05.11.2020,7,03.11.2020,5,07.10.2020,8,16.12.2020,25,18.08.2020,12,10.10.2020,2,23.04.2021,12,15.04.2021,2,06.10.2020,10,20.09.2020,4,11.09.2020,1,25.08.2020,2,05.11.2020,6,01.10.2020,1,11.12.2020,7,24.11.2020,31,18.09.2020,1,21.04.2021,4,05.11.2020,10,25.09.2020,1,23.12.2020,2,23.10.2020,22,31.10.2020,11,21.08.2020,4,13.12.2020,1,03.08.2021,3,22.04.2021,1
23.06.2020,134,28.06.2020,17,21.03.2021,2,11.11.2020,3,14.11.2020,4,30.07.2020,7,21.03.2021,1,31.10.2020,17,03.09.2020,21,28.11.2020,5,27.11.2020,2,30.07.2020,10,20.10.2020,1,30.09.2020,13,06.08.2020,53,30.08.2020,1,01.12.2020,71,08.10.2020,13,06.09.2020,1,06.11.2020,4,04.11.2020,1,08.10.2020,5,17.12.2020,10,19.08.2020,21,16.10.2020,2,26.04.2021,11,16.04.2021,8,07.10.2020,1,23.09.2020,8,18.09.2020,1,26.08.2020,37,06.11.2020,4,03.10.2020,13,15.12.2020,5,26.11.2020,27,24.09.2020,1,22.04.2021,1,06.11.2020,13,01.10.2020,1,24.12.2020,1,24.10.2020,61,03.11.2020,53,23.08.2020,1,15.12.2020,1,06.08.2021,1,25.04.2021,1
24.06.2020,101,29.06.2020,20,22.03.2021,1,12.11.2020,17,16.11.2020,13,31.07.2020,12,22.03.2021,2,02.11.2020,2,06.09.2020,1,01.12.2020,13,28.11.2020,11,31.07.2020,22,21.10.2020,47,01.10.2020,1,07.08.2020,54,02.09.2020,6,02.12.2020,43,09.10.2020,13,08.09.2020,13,07.11.2020,21,05.11.2020,7,12.10.2020,5,22.12.2020,5,20.08.2020,25,17.10.2020,2,29.04.2021,8,21.04.2021,9,08.10.2020,14,24.09.2020,1,19.09.2020,1,28.08.2020,8,08.11.2020,5,06.10.2020,16,16.12.2020,1,28.11.2020,35,26.09.2020,1,26.04.2021,1,09.11.2020,2,07.10.2020,1,27.02.2021,4,26.10.2020,4,04.11.2020,1,24.08.2020,8,16.12.2020,4,09.08.2021,4,26.04.2021,1
26.06.2020,171,01.07.2020,40,23.03.2021,2,13.11.2020,1,18.11.2020,11,02.08.2020,1,23.03.2021,3,03.11.2020,10,07.09.2020,9,02.12.2020,10,01.12.2020,21,02.08.2020,17,22.10.2020,3,03.10.2020,10,09.08.2020,36,03.09.2020,1,03.12.2020,49,12.10.2020,21,09.09.2020,4,08.11.2020,1,06.11.2020,15,13.10.2020,3,26.12.2020,,22.08.2020,16,20.10.2020,3,01.05.2021,3,22.04.2021,1,09.10.2020,12,06.10.2020,2,20.09.2020,2,29.08.2020,15,09.11.2020,16,07.10.2020,1,17.12.2020,2,30.11.2020,14,02.10.2020,1,28.04.2021,2,10.11.2020,20,08.10.2020,4,03.03.2021,5,27.10.2020,3,05.11.2020,19,25.08.2020,1,18.12.2020,1,,,27.04.2021,3
28.06.2020,71,03.07.2020,23,24.03.2021,3,16.11.2020,1,19.11.2020,14,03.08.2020,20,24.03.2021,2,04.11.2020,4,09.09.2020,9,03.12.2020,3,02.12.2020,3,03.08.2020,15,23.10.2020,48,05.10.2020,1,10.08.2020,45,06.09.2020,2,04.12.2020,13,13.10.2020,24,10.09.2020,2,09.11.2020,1,07.11.2020,1,14.10.2020,13,29.12.2020,2,23.08.2020,1,22.10.2020,1,05.05.2021,6,23.04.2021,9,10.10.2020,10,07.10.2020,1,23.09.2020,1,30.08.2020,4,10.11.2020,11,09.10.2020,8,22.12.2020,1,01.12.2020,24,09.10.2020,1,30.04.2021,1,11.11.2020,9,11.10.2020,2,06.03.2021,11,28.10.2020,12,06.11.2020,21,27.08.2020,6,20.12.2020,1,,,28.04.2021,1
29.06.2020,102,04.07.2020,18,25.03.2021,22,18.11.2020,12,20.11.2020,79,04.08.2020,11,25.03.2021,1,05.11.2020,2,10.09.2020,6,04.12.2020,3,03.12.2020,1,04.08.2020,16,24.10.2020,24,06.10.2020,3,12.08.2020,53,07.09.2020,2,05.12.2020,7,14.10.2020,21,11.09.2020,6,10.11.2020,22,09.11.2020,32,15.10.2020,5,01.01.2021,1,24.08.2020,16,25.10.2020,3,07.05.2021,8,26.04.2021,1,11.10.2020,1,08.10.2020,2,24.09.2020,1,02.09.2020,7,11.11.2020,2,13.10.2020,2,23.12.2020,1,02.12.2020,5,10.10.2020,3,04.05.2021,6,13.11.2020,5,13.10.2020,2,10.03.2021,9,29.10.2020,22,07.11.2020,33,28.08.2020,14,21.12.2020,2,,,29.04.2021,2
01.07.2020,176,06.07.2020,14,27.03.2021,1,19.11.2020,11,21.11.2020,14,05.08.2020,8,27.03.2021,5,06.11.2020,2,11.09.2020,6,08.12.2020,2,04.12.2020,3,06.08.2020,108,26.10.2020,2,08.10.2020,10,13.08.2020,52,09.09.2020,8,07.12.2020,11,16.10.2020,11,14.09.2020,7,12.11.2020,1,10.11.2020,1,16.10.2020,9,02.01.2021,8,26.08.2020,3,29.10.2020,10,08.05.2021,2,27.04.2021,3,13.10.2020,11,09.10.2020,2,26.09.2020,1,03.09.2020,12,12.11.2020,5,14.10.2020,1,27.12.2020,1,03.12.2020,1,13.10.2020,5,06.05.2021,3,16.11.2020,23,17.10.2020,9,12.03.2021,1,30.10.2020,1,08.11.2020,1,31.08.2020,6,23.12.2020,3,,,02.05.2021,1
03.07.2020,283,07.07.2020,5,28.03.2021,1,24.11.2020,6,24.11.2020,15,06.08.2020,20,28.03.2021,1,07.11.2020,1,12.09.2020,1,10.12.2020,4,07.12.2020,2,07.08.2020,81,27.10.2020,5,10.10.2020,11,15.08.2020,11,10.09.2020,1,08.12.2020,6,17.10.2020,37,15.09.2020,5,14.11.2020,12,11.11.2020,14,17.10.2020,6,05.01.2021,1,27.08.2020,2,30.10.2020,1,11.05.2021,1,30.04.2021,4,14.10.2020,1,15.10.2020,14,29.09.2020,2,05.09.2020,7,13.11.2020,15,16.10.2020,4,08.01.2021,1,04.12.2020,13,14.10.2020,2,08.05.2021,1,17.11.2020,18,21.10.2020,1,14.03.2021,42,04.11.2020,7,09.11.2020,5,02.09.2020,9,30.12.2020,2,,,03.05.2021,2
04.07.2020,189,09.07.2020,43,29.03.2021,2,25.11.2020,7,26.11.2020,7,07.08.2020,9,29.03.2021,1,09.11.2020,11,15.09.2020,5,13.12.2020,8,09.12.2020,5,09.08.2020,14,28.10.2020,1,14.10.2020,32,16.08.2020,23,11.09.2020,1,09.12.2020,7,19.10.2020,2,16.09.2020,26,15.11.2020,1,12.11.2020,2,19.10.2020,38,07.01.2021,5,28.08.2020,24,01.11.2020,3,13.05.2021,2,04.05.2021,2,15.10.2020,9,21.10.2020,9,01.10.2020,1,08.09.2020,3,14.11.2020,4,20.10.2020,1,12.01.2021,2,07.12.2020,1,15.10.2020,6,08.06.2021,1,18.11.2020,10,23.10.2020,1,15.03.2021,1,05.11.2020,22,10.11.2020,1,03.09.2020,1,07.01.2021,1,,,04.05.2021,2
06.07.2020,99,11.07.2020,16,30.03.2021,1,26.11.2020,33,27.11.2020,15,09.08.2020,5,30.03.2021,2,11.11.2020,7,18.09.2020,4,15.12.2020,1,11.12.2020,1,10.08.2020,26,29.10.2020,39,15.10.2020,21,18.08.2020,38,13.09.2020,2,10.12.2020,12,20.10.2020,2,17.09.2020,5,17.11.2020,41,13.11.2020,1,20.10.2020,28,13.01.2021,1,30.08.2020,5,03.11.2020,6,18.05.2021,1,05.05.2021,1,16.10.2020,4,23.10.2020,20,07.10.2020,5,09.09.2020,9,17.11.2020,10,21.10.2020,4,13.01.2021,4,08.12.2020,1,16.10.2020,2,10.06.2021,1,19.11.2020,18,25.10.2020,1,17.03.2021,1,06.11.2020,18,11.11.2020,9,04.09.2020,4,08.01.2021,1,,,05.05.2021,3
08.07.2020,316,12.07.2020,2,31.03.2021,2,27.11.2020,2,28.11.2020,9,10.08.2020,8,31.03.2021,2,12.11.2020,2,20.09.2020,1,16.12.2020,33,13.12.2020,1,11.08.2020,32,30.10.2020,15,16.10.2020,29,19.08.2020,24,14.09.2020,4,12.12.2020,15,21.10.2020,30,18.09.2020,3,18.11.2020,12,14.11.2020,6,21.10.2020,26,28.01.2021,3,31.08.2020,2,04.11.2020,6,19.05.2021,3,06.05.2021,8,17.10.2020,3,24.10.2020,1,08.10.2020,2,10.09.2020,4,18.11.2020,12,22.10.2020,3,14.01.2021,3,10.12.2020,2,17.10.2020,14,01.07.2021,1,20.11.2020,9,27.10.2020,2,18.03.2021,2,07.11.2020,4,13.11.2020,30,05.09.2020,1,18.01.2021,1,,,06.05.2021,2
10.07.2020,161,14.07.2020,1,01.04.2021,5,28.11.2020,1,01.12.2020,1,11.08.2020,6,01.04.2021,1,14.11.2020,3,21.09.2020,1,17.12.2020,6,18.12.2020,10,13.08.2020,14,31.10.2020,14,19.10.2020,41,21.08.2020,24,15.09.2020,1,13.12.2020,1,22.10.2020,12,19.09.2020,19,19.11.2020,5,15.11.2020,2,23.10.2020,24,11.02.2021,1,01.09.2020,2,05.11.2020,1,23.05.2021,3,07.05.2021,3,18.10.2020,14,27.10.2020,1,12.10.2020,7,12.09.2020,7,19.11.2020,9,23.10.2020,2,18.01.2021,5,13.12.2020,1,20.10.2020,4,28.07.2021,3,23.11.2020,4,28.10.2020,1,19.03.2021,2,08.11.2020,1,14.11.2020,6,08.09.2020,2,04.03.2021,2,,,08.05.2021,1
11.07.2020,209,16.07.2020,12,03.04.2021,2,01.12.2020,1,02.12.2020,19,12.08.2020,20,03.04.2021,2,15.11.2020,1,24.09.2020,6,18.12.2020,1,20.12.2020,1,14.08.2020,8,01.11.2020,3,21.10.2020,50,22.08.2020,22,16.09.2020,2,14.12.2020,1,23.10.2020,19,20.09.2020,4,20.11.2020,7,16.11.2020,1,26.10.2020,22,22.02.2021,,03.09.2020,3,06.11.2020,1,27.05.2021,1,11.05.2021,5,20.10.2020,2,28.10.2020,14,13.10.2020,6,14.09.2020,2,20.11.2020,4,24.10.2020,1,20.01.2021,1,19.12.2020,4,21.10.2020,4,08.08.2021,1,24.11.2020,34,29.10.2020,1,21.03.2021,6,09.11.2020,4,16.11.2020,1,09.09.2020,2,07.03.2021,2,,,12.05.2021,1
13.07.2020,294,17.07.2020,18,06.04.2021,3,02.12.2020,11,03.12.2020,8,13.08.2020,17,05.04.2021,1,16.11.2020,9,26.09.2020,16,21.12.2020,1,23.12.2020,1,16.08.2020,14,02.11.2020,2,23.10.2020,29,24.08.2020,28,20.09.2020,2,16.12.2020,1,24.10.2020,12,21.09.2020,44,22.11.2020,2,20.11.2020,4,27.10.2020,9,02.03.2021,2,05.09.2020,7,09.11.2020,2,02.06.2021,1,14.05.2021,1,21.10.2020,18,30.10.2020,1,14.10.2020,1,15.09.2020,8,21.11.2020,2,25.10.2020,4,21.01.2021,1,20.12.2020,1,22.10.2020,14,,,25.11.2020,1,30.10.2020,6,23.03.2021,7,10.11.2020,1,17.11.2020,1,10.09.2020,13,09.03.2021,2,,,13.05.2021,2
15.07.2020,247,19.07.2020,6,07.04.2021,1,03.12.2020,12,04.12.2020,1,14.08.2020,4,06.04.2021,1,17.11.2020,18,27.09.2020,1,22.12.2020,1,24.12.2020,1,17.08.2020,9,03.11.2020,4,24.10.2020,60,25.08.2020,11,24.09.2020,1,18.12.2020,1,26.10.2020,3,23.09.2020,6,23.11.2020,38,21.11.2020,2,29.10.2020,3,05.03.2021,1,06.09.2020,2,10.11.2020,1,04.06.2021,3,17.05.2021,1,22.10.2020,10,01.11.2020,1,15.10.2020,1,17.09.2020,11,24.11.2020,9,26.10.2020,2,26.01.2021,1,25.12.2020,1,23.10.2020,3,,,26.11.2020,18,31.10.2020,4,24.03.2021,1,11.11.2020,32,18.11.2020,8,11.09.2020,5,10.03.2021,1,,,14.05.2021,1
16.07.2020,254,20.07.2020,12,08.04.2021,7,07.12.2020,1,05.12.2020,30,16.08.2020,4,08.04.2021,1,19.11.2020,3,29.09.2020,14,23.12.2020,1,30.12.2020,2,18.08.2020,14,04.11.2020,32,27.10.2020,73,27.08.2020,10,25.09.2020,3,19.12.2020,30,27.10.2020,30,24.09.2020,19,25.11.2020,1,23.11.2020,6,30.10.2020,27,16.03.2021,,08.09.2020,3,12.11.2020,2,05.06.2021,1,20.05.2021,1,23.10.2020,17,02.11.2020,2,16.10.2020,6,18.09.2020,3,25.11.2020,10,27.10.2020,2,28.01.2021,1,27.12.2020,1,27.10.2020,16,,,27.11.2020,9,02.11.2020,2,25.03.2021,31,12.11.2020,4,19.11.2020,1,14.09.2020,8,12.03.2021,3,,,15.05.2021,1
18.07.2020,439,22.07.2020,4,09.04.2021,2,09.12.2020,7,07.12.2020,13,17.08.2020,12,11.04.2021,1,20.11.2020,5,02.10.2020,2,30.12.2020,8,02.01.2021,3,20.08.2020,52,05.11.2020,25,29.10.2020,39,28.08.2020,5,28.09.2020,6,21.12.2020,1,29.10.2020,27,25.09.2020,17,26.11.2020,13,24.11.2020,19,01.11.2020,23,17.03.2021,3,09.09.2020,5,14.11.2020,1,16.06.2021,2,21.05.2021,1,24.10.2020,2,04.11.2020,16,17.10.2020,3,20.09.2020,1,26.11.2020,6,29.10.2020,25,06.02.2021,1,28.12.2020,1,28.10.2020,3,,,30.11.2020,21,03.11.2020,34,26.03.2021,16,13.11.2020,8,20.11.2020,26,15.09.2020,6,16.03.2021,2,,,17.05.2021,3
20.07.2020,241,24.07.2020,3,10.04.2021,1,16.12.2020,3,08.12.2020,64,18.08.2020,2,12.04.2021,3,22.11.2020,3,07.10.2020,13,31.12.2020,1,07.01.2021,22,21.08.2020,19,06.11.2020,24,30.10.2020,30,30.08.2020,9,29.09.2020,2,22.12.2020,2,30.10.2020,7,26.09.2020,14,27.11.2020,1,25.11.2020,4,02.11.2020,7,23.03.2021,1,10.09.2020,4,16.11.2020,5,01.07.2021,2,25.05.2021,7,26.10.2020,6,06.11.2020,1,18.10.2020,8,21.09.2020,2,27.11.2020,1,30.10.2020,1,14.02.2021,1,01.01.2021,1,30.10.2020,11,,,01.12.2020,6,04.11.2020,1,29.03.2021,1,14.11.2020,2,21.11.2020,11,17.09.2020,8,18.03.2021,1,,,18.05.2021,1
21.07.2020,339,25.07.2020,48,12.04.2021,12,13.01.2021,1,09.12.2020,19,19.08.2020,7,14.04.2021,1,23.11.2020,4,08.10.2020,12,05.01.2021,5,09.01.2021,1,23.08.2020,3,07.11.2020,17,31.10.2020,4,31.08.2020,14,02.10.2020,11,24.12.2020,1,31.10.2020,2,27.09.2020,1,28.11.2020,29,26.11.2020,4,03.11.2020,28,27.03.2021,,12.09.2020,1,17.11.2020,17,11.07.2021,1,03.06.2021,1,27.10.2020,14,07.11.2020,1,21.10.2020,2,23.09.2020,24,28.11.2020,1,02.11.2020,4,18.02.2021,1,04.01.2021,1,01.11.2020,6,,,02.12.2020,18,05.11.2020,1,01.04.2021,1,16.11.2020,1,23.11.2020,17,20.09.2020,8,19.03.2021,1,,,20.05.2021,6
23.07.2020,385,27.07.2020,7,13.04.2021,1,21.01.2021,2,10.12.2020,32,20.08.2020,13,15.04.2021,1,24.11.2020,1,09.10.2020,9,09.01.2021,3,13.01.2021,1,24.08.2020,3,08.11.2020,18,02.11.2020,3,02.09.2020,11,03.10.2020,1,28.12.2020,3,01.11.2020,2,28.09.2020,10,29.11.2020,16,28.11.2020,4,05.11.2020,14,30.03.2021,,14.09.2020,6,18.11.2020,2,15.07.2021,1,04.06.2021,1,28.10.2020,2,09.11.2020,32,22.10.2020,2,25.09.2020,10,30.11.2020,25,03.11.2020,9,04.03.2021,1,06.01.2021,9,02.11.2020,3,,,03.12.2020,11,08.11.2020,1,06.04.2021,1,17.11.2020,3,24.11.2020,12,22.09.2020,8,22.03.2021,1,,,21.05.2021,1
25.07.2020,459,28.07.2020,15,14.04.2021,3,18.02.2021,2,11.12.2020,10,21.08.2020,6,16.04.2021,2,25.11.2020,3,10.10.2020,5,19.01.2021,11,20.01.2021,6,25.08.2020,7,09.11.2020,8,03.11.2020,10,03.09.2020,9,06.10.2020,8,02.01.2021,1,02.11.2020,2,29.09.2020,22,01.12.2020,1,30.11.2020,5,06.11.2020,6,02.04.2021,,15.09.2020,2,19.11.2020,10,26.07.2021,2,06.06.2021,2,29.10.2020,15,10.11.2020,1,23.10.2020,3,26.09.2020,58,01.12.2020,16,08.11.2020,3,14.03.2021,2,07.01.2021,1,03.11.2020,1,,,04.12.2020,2,09.11.2020,2,07.04.2021,2,18.11.2020,4,25.11.2020,32,23.09.2020,5,24.03.2021,1,,,27.05.2021,1
26.07.2020,327,30.07.2020,48,16.04.2021,2,04.03.2021,1,13.12.2020,1,24.08.2020,1,17.04.2021,2,26.11.2020,6,12.10.2020,1,22.01.2021,1,21.01.2021,2,27.08.2020,8,10.11.2020,24,04.11.2020,23,05.09.2020,5,07.10.2020,3,04.01.2021,1,03.11.2020,2,01.10.2020,7,02.12.2020,24,01.12.2020,7,07.11.2020,1,08.04.2021,2,18.09.2020,1,20.11.2020,1,28.07.2021,2,07.06.2021,2,30.10.2020,18,11.11.2020,1,24.10.2020,9,27.09.2020,4,02.12.2020,12,09.11.2020,4,15.03.2021,1,13.01.2021,1,04.11.2020,15,,,06.12.2020,1,10.11.2020,51,09.04.2021,3,19.11.2020,3,26.11.2020,4,24.09.2020,3,27.03.2021,3,,,28.05.2021,2
28.07.2020,324,01.08.2020,1,17.04.2021,1,11.03.2021,2,15.12.2020,6,25.08.2020,18,19.04.2021,1,27.11.2020,8,13.10.2020,7,27.01.2021,1,05.02.2021,1,28.08.2020,15,11.11.2020,1,05.11.2020,4,06.09.2020,7,08.10.2020,8,06.01.2021,6,04.11.2020,7,02.10.2020,37,03.12.2020,3,02.12.2020,7,08.11.2020,4,10.04.2021,1,19.09.2020,1,21.11.2020,11,29.07.2021,1,09.06.2021,1,01.11.2020,44,13.11.2020,28,26.10.2020,7,29.09.2020,24,03.12.2020,3,11.11.2020,5,16.03.2021,2,16.01.2021,1,05.11.2020,29,,,07.12.2020,2,11.11.2020,13,10.04.2021,1,20.11.2020,17,27.11.2020,9,26.09.2020,2,29.03.2021,2,,,02.06.2021,2
30.07.2020,435,02.08.2020,9,20.04.2021,2,14.03.2021,1,16.12.2020,5,26.08.2020,66,22.04.2021,2,28.11.2020,25,14.10.2020,6,05.02.2021,1,06.02.2021,2,30.08.2020,6,12.11.2020,37,06.11.2020,30,08.09.2020,3,11.10.2020,18,11.01.2021,1,05.11.2020,11,03.10.2020,15,04.12.2020,8,04.12.2020,2,09.11.2020,72,21.04.2021,,20.09.2020,4,23.11.2020,2,01.08.2021,3,16.06.2021,2,02.11.2020,10,16.11.2020,1,27.10.2020,10,30.09.2020,13,04.12.2020,8,12.11.2020,13,18.03.2021,4,21.01.2021,1,06.11.2020,21,,,08.12.2020,1,12.11.2020,7,12.04.2021,1,21.11.2020,1,28.11.2020,10,27.09.2020,6,30.03.2021,7,,,03.06.2021,1
31.07.2020,450,04.08.2020,6,21.04.2021,14,15.03.2021,1,17.12.2020,7,27.08.2020,5,23.04.2021,3,29.11.2020,2,16.10.2020,20,09.02.2021,1,14.02.2021,1,02.09.2020,4,13.11.2020,20,08.11.2020,4,09.09.2020,9,12.10.2020,6,28.01.2021,1,06.11.2020,11,05.10.2020,1,07.12.2020,4,06.12.2020,1,10.11.2020,32,01.05.2021,,23.09.2020,2,24.11.2020,3,03.08.2021,1,18.06.2021,2,03.11.2020,12,17.11.2020,1,28.10.2020,1,01.10.2020,75,07.12.2020,3,13.11.2020,3,19.03.2021,8,23.01.2021,1,07.11.2020,21,,,09.12.2020,1,13.11.2020,1,15.04.2021,15,25.11.2020,7,30.11.2020,11,29.09.2020,2,31.03.2021,1,,,04.06.2021,1
02.08.2020,410,05.08.2020,7,22.04.2021,3,16.03.2021,2,18.12.2020,1,28.08.2020,6,24.04.2021,2,30.11.2020,30,21.10.2020,15,11.02.2021,3,06.03.2021,1,03.09.2020,3,14.11.2020,7,09.11.2020,65,11.09.2020,7,13.10.2020,1,01.02.2021,2,07.11.2020,1,06.10.2020,16,09.12.2020,7,07.12.2020,1,11.11.2020,2,08.05.2021,,24.09.2020,7,25.11.2020,4,06.08.2021,1,22.06.2021,2,04.11.2020,7,19.11.2020,36,29.10.2020,2,03.10.2020,44,09.12.2020,2,17.11.2020,13,24.03.2021,15,26.01.2021,1,08.11.2020,17,,,10.12.2020,1,14.11.2020,2,16.04.2021,2,26.11.2020,9,01.12.2020,8,01.10.2020,8,02.04.2021,4,,,08.06.2021,2
04.08.2020,376,07.08.2020,9,23.04.2021,48,18.03.2021,13,20.12.2020,2,29.08.2020,10,27.04.2021,1,01.12.2020,41,24.10.2020,10,13.02.2021,1,07.03.2021,1,06.09.2020,2,15.11.2020,4,11.11.2020,41,12.09.2020,10,14.10.2020,46,13.02.2021,1,08.11.2020,7,07.10.2020,15,11.12.2020,1,08.12.2020,19,12.11.2020,5,12.05.2021,,25.09.2020,4,26.11.2020,5,08.08.2021,1,24.06.2021,1,05.11.2020,63,20.11.2020,93,30.10.2020,6,04.10.2020,1,11.12.2020,4,19.11.2020,2,26.03.2021,12,07.02.2021,1,09.11.2020,12,,,11.12.2020,3,15.11.2020,1,21.04.2021,16,27.11.2020,1,02.12.2020,2,02.10.2020,8,06.04.2021,2,,,10.06.2021,3
05.08.2020,273,09.08.2020,3,24.04.2021,1,23.03.2021,12,22.12.2020,5,01.09.2020,22,28.04.2021,2,02.12.2020,34,25.10.2020,6,16.02.2021,2,12.03.2021,8,07.09.2020,1,16.11.2020,2,12.11.2020,75,15.09.2020,3,15.10.2020,29,15.02.2021,1,09.11.2020,12,08.10.2020,20,12.12.2020,2,09.12.2020,4,13.11.2020,1,20.05.2021,,28.09.2020,1,27.11.2020,9,,,05.07.2021,5,06.11.2020,8,24.11.2020,13,31.10.2020,4,06.10.2020,37,15.12.2020,7,20.11.2020,8,29.03.2021,1,11.02.2021,1,10.11.2020,41,,,14.12.2020,4,17.11.2020,4,23.04.2021,1,01.12.2020,7,04.12.2020,8,03.10.2020,2,07.04.2021,5,,,11.06.2021,2
07.08.2020,414,10.08.2020,19,27.04.2021,18,24.03.2021,9,23.12.2020,1,02.09.2020,10,29.04.2021,1,03.12.2020,4,27.10.2020,9,17.02.2021,2,15.03.2021,5,09.09.2020,5,17.11.2020,34,13.11.2020,16,16.09.2020,1,19.10.2020,4,20.02.2021,1,10.11.2020,8,10.10.2020,17,16.12.2020,7,10.12.2020,2,14.11.2020,2,03.06.2021,,30.09.2020,7,28.11.2020,4,,,06.07.2021,2,07.11.2020,2,27.11.2020,1,01.11.2020,2,08.10.2020,92,17.12.2020,1,21.11.2020,4,02.04.2021,25,13.02.2021,1,11.11.2020,17,,,15.12.2020,6,18.11.2020,2,24.04.2021,2,07.12.2020,6,06.12.2020,5,05.10.2020,6,08.04.2021,10,,,15.06.2021,2
09.08.2020,345,12.08.2020,7,30.04.2021,5,25.03.2021,1,25.12.2020,3,03.09.2020,11,30.04.2021,4,04.12.2020,3,29.10.2020,1,20.02.2021,1,16.03.2021,2,10.09.2020,6,18.11.2020,28,16.11.2020,2,17.09.2020,6,20.10.2020,6,23.02.2021,1,11.11.2020,5,12.10.2020,19,17.12.2020,2,11.12.2020,1,16.11.2020,20,17.06.2021,2,01.10.2020,7,29.11.2020,1,,,08.07.2021,1,08.11.2020,8,28.11.2020,2,02.11.2020,3,09.10.2020,48,18.12.2020,4,24.11.2020,1,03.04.2021,3,23.02.2021,1,12.11.2020,7,,,16.12.2020,13,19.11.2020,12,27.04.2021,1,08.12.2020,1,08.12.2020,2,07.10.2020,5,09.04.2021,5,,,16.06.2021,1
