,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nairobi,,Mombasa,,Baringo,,Bomet,,Bungoma,,Busia,,Elgeyo-Marakwet,,Embu,,Garissa,,Homa Bay,,Isiolo,,Kajiado,,Kakamega,,Kericho,,Kiambu,,Kilifi,,Kirinyaga,,Kisii,,Kisumu,,Kitui,,Kwale,,Laikipia,,Lamu,,Machakos,,Makueni,,Mandera,,Marsabit,,Meru,,Migori,,Murang'a,,Nakuru,,Nandi,,Narok,,Nyamira,,Nyandarua,,Nyeri,,Samburu,,Siaya,,Taita–Taveta,,Tharaka-Nithi,,Trans-Nzoia,,Turkana,,Uasin Gishu,,Vihiga,,Wajir,,West Pokot,
Date,Cases,Deaths,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death
01.02.2021,0,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0
02.02.2021,101,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
03.02.2021,0,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,36,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
04.02.2021,140,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,9,4,2,0,0,0,1,0,5,0,0,1,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
05.02.2021,88,3,10,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
06.02.2021,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,11,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
07.02.2021,94,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,1,1,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
08.02.2021,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
09.02.2021,134,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10.02.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,8,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
11.02.2021,131,1,8,0,50,0,0,0,3,0,0,0,0,0,1,0,1,0,3,0,0,0,3,0,0,0,8,0,0,0,2,0,0,0,0,0,4,0,1,0,3,0,3,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,10,0,0,0,0,0,0,0
12.02.2021,128,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.02.2021,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
14.02.2021,107,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0
15.02.2021,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
16.02.2021,73,14,14,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,2,0,0,0,4,0,0,0,6,0,8,0,1,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.02.2021,197,1,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.02.2021,0,8,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,1,0,1,0,16,4,2,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0
19.02.2021,105,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
20.02.2021,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
21.02.2021,67,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,12,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
22.02.2021,132,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,6,0,0,0,2,0,6,0,0,0,0,0,5,0,,0,4,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
23.02.2021,0,17,0,1,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,0,0,6,0,0,0,12,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,6,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
24.02.2021,192,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,6,1,2,0,0,0,0,0,1,0,0,0,0,0,18,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0
25.02.2021,0,15,27,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,6,0,22,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,24,0,0,0,15,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0
26.02.2021,124,4,0,1,1,0,0,0,1,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
27.02.2021,238,15,20,0,0,0,0,0,1,0,31,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,2,0,0,4,0,1,0
28.02.2021,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.03.2021,198,6,0,0,0,0,0,0,1,0,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,44,0,2,0,0,0,1,0,11,0,0,0,0,0,5,0,0,0,8,1,1,0,0,0,0,0,2,0,0,0,4,0,20,0,1,0,2,0,0,0,7,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
02.03.2021,0,16,12,0,2,0,0,0,1,0,13,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0
03.03.2021,363,8,17,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,43,1,5,0,0,0,0,0,7,0,0,0,1,0,4,0,0,0,14,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,4,0,0,0,2,0,3,0,5,0,0,0,1,0,12,0,0,0,5,0,0,0
04.03.2021,320,24,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,20,1,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0
05.03.2021,0,14,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,0,0,0,1,0,4,0,2,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,1,0,17,0,1,0,44,1,0,0,2,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,5,0,1,0,14,1,0,0,0,0,0,0
06.03.2021,304,7,11,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,54,1,0,0,0,0,0,0,0,1,7,1,1,0,3,0,0,0,9,0,1,0,0,0,1,0,3,0,0,0,1,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,11,0,0,0
07.03.2021,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,0,0,28,3,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
08.03.2021,190,10,36,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,117,1,3,0,1,1,0,0,3,0,0,0,0,0,33,0,5,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,8,0,13,0,0,1,0,0,0,0,0,0
09.03.2021,442,8,0,0,0,0,0,0,1,0,7,0,0,0,1,0,8,0,0,0,0,0,13,0,3,0,5,0,42,5,7,0,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,24,0,0,0,2,0,37,0,0,1,0,0,0,0,4,0,1,0,0,0,8,0,3,0,0,0,0,0,45,0,10,0,2,0,0,0,0,0
10.03.2021,0,45,17,3,0,0,0,0,5,0,19,0,1,0,18,0,0,1,4,0,0,0,15,1,7,0,0,0,82,8,7,0,0,0,2,1,5,0,3,1,0,0,8,5,0,0,81,1,3,0,0,0,0,0,49,0,2,0,3,4,43,7,2,0,0,0,0,0,8,4,2,1,0,0,0,0,0,0,9,0,1,0,0,2,25,0,1,0,9,0,0,0
11.03.2021,393,38,22,0,0,0,2,0,2,0,14,6,0,0,1,0,3,1,1,0,0,0,20,0,9,5,12,0,0,5,0,0,0,0,2,0,8,0,0,0,2,0,7,0,0,0,11,0,6,0,1,0,0,0,16,5,0,0,22,0,0,4,1,0,1,0,0,0,7,1,0,0,0,0,3,1,0,0,0,0,5,0,10,0,17,0,0,0,0,0,0,0
12.03.2021,0,18,0,0,2,0,0,0,9,0,0,0,1,0,6,0,1,0,0,0,8,0,0,0,1,0,2,0,98,0,6,0,1,0,1,0,9,0,2,0,0,0,4,0,0,0,53,0,1,0,2,0,0,0,9,0,0,0,5,0,120,5,2,0,2,0,0,0,5,0,4,0,0,0,1,0,1,0,1,0,5,0,29,0,3,0,3,0,1,0,0,0
13.03.2021,256,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,1,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,1,83,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.03.2021,539,11,18,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,39,1,5,0,1,0,0,0,9,0,1,0,2,0,4,3,0,0,2,0,2,0,1,1,6,0,0,0,0,0,0,0,42,0,2,0,0,0,2,0,0,0,42,0,0,0
15.03.2021,0,18,15,0,1,0,1,0,0,0,19,0,3,0,1,0,0,0,0,0,5,0,0,0,1,0,17,0,96,3,0,0,8,0,0,0,26,0,1,0,1,0,4,0,0,0,17,1,0,0,5,0,1,0,4,2,3,0,1,0,0,2,4,0,1,0,1,0,1,1,10,0,0,0,3,0,0,0,1,0,0,0,4,0,40,1,0,0,1,0,0,0
16.03.2021,606,12,0,0,0,0,2,0,1,0,16,0,2,0,8,0,9,0,1,0,2,0,28,0,7,0,3,0,126,1,29,0,0,0,4,0,16,0,3,0,1,0,3,0,,0,60,0,10,0,0,0,0,0,8,0,1,0,2,0,79,2,3,0,8,0,2,0,5,0,11,1,1,0,7,0,10,0,0,0,6,0,35,0,82,0,2,0,0,0,0,0
17.03.2021,0,9,41,0,2,0,0,0,3,0,6,0,1,0,1,0,11,0,0,0,0,0,23,0,5,0,0,1,0,3,7,0,6,0,4,0,3,0,2,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,2,0,31,4,2,0,2,0,0,0,8,0,27,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
18.03.2021,711,20,0,0,11,0,13,0,3,0,7,0,1,0,2,0,0,0,4,0,0,0,16,1,7,0,25,0,104,4,0,0,1,0,0,0,40,0,6,0,1,0,1,0,0,0,55,0,6,1,7,0,1,0,8,1,3,0,7,3,172,2,27,0,0,0,4,0,10,0,3,0,0,0,17,2,8,0,2,0,28,0,0,0,1,1,1,0,2,0,0,0
19.03.2021,630,38,57,0,0,0,0,0,9,0,6,0,2,0,5,0,7,0,1,0,1,0,0,6,9,0,0,1,87,3,24,0,0,0,16,0,0,0,12,0,1,1,12,0,0,0,55,0,1,0,0,0,0,0,10,0,0,0,12,0,0,3,6,0,7,1,8,0,33,0,3,0,0,0,8,1,3,0,2,0,9,0,42,1,66,0,1,0,2,0,0,0
20.03.2021,0,15,16,1,0,0,0,0,0,0,5,0,0,0,0,0,12,1,1,0,0,0,24,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,15,0,18,0,0,0,0,0,6,0,0,0,1,0,53,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
21.03.2021,728,18,0,1,2,0,0,0,3,0,0,0,1,0,3,0,1,1,0,0,2,0,34,1,1,0,3,0,120,1,7,0,7,0,5,0,3,0,1,0,0,0,19,0,0,0,0,0,1,0,1,0,2,0,24,1,1,0,10,0,32,5,1,0,1,0,0,0,3,0,8,2,0,0,0,0,2,0,6,0,1,0,1,0,23,0,0,0,6,0,1,0
22.03.2021,0,29,26,0,1,0,0,0,0,0,1,0,2,0,1,0,1,2,2,0,0,0,0,0,7,0,10,0,103,3,9,0,18,0,0,0,47,1,16,0,0,0,1,0,0,0,68,2,1,1,0,1,0,0,9,0,0,0,4,1,92,6,6,1,0,0,0,0,21,2,32,1,0,0,4,0,10,0,0,0,7,0,11,0,0,1,1,0,0,0,2,0
23.03.2021,862,30,30,0,2,0,12,0,13,0,2,0,3,1,0,0,12,0,1,0,0,0,44,2,4,0,20,1,0,5,12,0,1,0,8,1,20,0,17,1,0,0,8,0,1,0,80,3,2,0,6,0,0,0,7,2,13,1,2,0,0,3,12,0,14,0,0,0,6,0,13,1,0,0,4,0,0,0,7,0,15,0,33,0,36,0,0,0,7,0,1,0
24.03.2021,766,25,0,0,3,0,9,0,20,0,19,0,2,0,0,0,7,0,0,0,0,0,24,1,0,0,30,0,51,3,0,0,2,0,4,1,28,0,46,1,1,0,12,0,0,0,45,4,3,1,0,0,0,0,84,2,19,0,0,1,122,3,5,0,17,0,15,0,2,0,6,2,0,0,7,0,0,0,1,0,2,0,0,0,74,1,1,0,1,0,0,0
25.03.2021,0,25,76,0,22,0,1,0,3,0,5,0,1,0,4,0,24,0,0,0,0,0,0,0,25,0,7,0,115,4,14,0,1,0,2,0,41,0,55,2,1,0,7,1,0,0,0,0,22,1,2,1,1,0,35,1,3,0,25,0,186,5,13,0,1,0,0,0,16,0,12,0,0,0,2,0,3,0,31,0,14,0,11,0,64,0,0,0,31,0,0,0
26.03.2021,465,19,0,0,0,0,8,0,20,0,6,0,0,0,0,0,23,1,1,0,1,0,49,0,5,0,22,0,0,3,21,0,0,0,4,0,27,1,14,2,0,0,18,0,0,0,46,0,4,1,1,0,0,0,12,0,0,0,2,0,140,2,0,1,11,0,12,0,15,1,5,0,1,0,13,1,6,0,16,0,0,0,43,0,8,1,0,0,16,0,1,0
27.03.2021,0,25,1,0,1,0,0,0,4,0,0,0,5,0,0,0,2,0,1,0,0,0,39,0,2,0,0,0,99,1,9,0,0,0,0,0,0,0,12,2,0,0,2,0,,0,44,1,5,0,0,1,5,0,13,2,1,0,3,0,0,5,11,0,0,0,0,0,6,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2,3,0,0,0,2,0
28.03.2021,708,34,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,22,0,2,1,0,0,28,4,9,0,1,0,0,0,0,1,12,0,1,0,3,0,0,0,29,1,3,1,5,0,0,0,0,2,0,0,0,1,36,0,1,0,0,1,0,1,4,0,3,2,0,0,1,0,1,1,0,0,1,1,0,0,39,2,0,0,0,1,0,0
29.03.2021,675,33,29,0,2,0,0,0,1,0,23,0,1,0,24,0,1,0,0,0,1,0,0,0,7,0,1,0,0,3,0,0,3,0,2,0,26,0,65,0,0,0,7,0,0,0,0,5,19,2,0,1,0,0,9,0,0,0,17,1,167,4,15,0,0,0,1,0,27,4,67,0,0,0,1,0,10,0,1,0,8,0,2,0,65,1,2,0,1,0,7,1
30.03.2021,0,34,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,0,1,0,0,0,26,0,29,0,13,1,64,7,34,0,1,1,23,0,0,0,20,1,4,0,7,0,,0,43,2,17,0,2,0,6,0,0,1,0,0,16,3,143,3,19,0,0,0,0,0,2,1,12,2,0,0,11,0,2,1,0,0,13,0,54,0,42,0,7,0,0,0,6,0
31.03.2021,485,30,24,0,2,1,6,0,4,0,3,0,2,0,0,0,2,0,6,0,0,0,20,0,6,0,32,0,77,3,10,0,1,1,0,0,21,0,28,0,0,0,0,0,0,0,61,1,17,4,1,0,3,0,20,6,9,0,3,0,0,1,12,1,0,0,0,0,3,1,37,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01.04.2021,0,25,107,4,5,0,6,0,32,0,9,0,1,0,22,0,3,0,0,0,6,0,0,1,19,0,34,0,0,4,37,0,14,1,6,1,38,1,37,0,5,0,8,0,0,0,0,1,13,0,14,0,2,0,35,1,4,0,17,1,147,1,10,0,1,0,0,0,45,2,3,1,1,0,11,0,4,0,1,0,26,0,3,0,83,0,0,0,1,0,10,0
02.04.2021,612,28,0,0,0,0,11,0,11,0,5,0,0,0,1,0,1,3,5,0,1,0,28,0,17,0,47,0,94,5,23,2,12,0,0,0,3,0,6,0,2,0,16,0,,0,37,2,3,0,2,0,1,0,33,2,2,0,8,0,26,1,1,0,1,0,25,0,23,0,59,3,0,0,0,0,19,1,0,0,0,0,0,0,38,2,4,0,0,0,0,0
03.04.2021,538,21,27,1,2,0,0,0,4,0,0,0,2,0,0,1,10,1,0,0,1,0,23,0,6,0,1,0,92,4,11,0,1,0,0,0,1,0,6,0,2,0,6,0,0,0,33,1,3,1,4,0,0,0,16,1,0,0,3,0,0,1,1,0,0,0,3,0,8,0,20,0,0,0,0,0,4,0,0,0,0,0,4,0,48,1,0,0,0,0,0,0
04.04.2021,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,64,3,0,0,2,0,0,0,30,4,0,2,3,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
05.04.2021,246,21,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,0,2,0,15,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,23,0,0,0,0,0,1,0
06.04.2021,0,23,65,0,3,0,0,0,1,0,12,0,1,0,13,0,10,0,1,0,1,0,28,0,17,2,46,0,142,1,36,0,2,0,7,0,36,0,8,1,3,0,10,0,0,0,37,2,29,1,3,0,0,0,19,2,0,0,45,1,92,3,30,0,1,0,3,0,14,0,11,1,0,0,9,0,15,0,1,0,3,0,34,0,0,1,2,0,1,0,1,0
07.04.2021,784,25,0,0,1,0,30,0,28,0,23,0,0,0,0,0,24,0,2,0,7,0,28,0,6,1,13,0,123,2,20,0,2,0,7,0,43,0,41,0,2,0,10,0,0,0,39,1,3,3,0,0,0,0,35,2,12,1,14,0,0,1,13,0,0,0,29,0,11,1,38,2,1,0,9,0,6,1,2,0,18,0,46,0,66,0,5,0,2,0,3,0
08.04.2021,351,25,54,2,7,0,10,0,17,0,22,0,1,0,1,0,13,0,0,0,0,0,0,1,34,0,51,0,0,5,32,0,1,0,0,0,25,1,29,2,2,0,10,0,2,0,50,0,31,2,0,0,0,0,9,4,3,0,50,0,49,1,0,1,1,0,0,0,26,0,7,0,5,0,2,0,1,0,0,0,13,1,10,0,65,0,10,0,0,0,1,0
09.04.2021,0,19,52,1,2,0,0,0,8,0,0,0,0,0,2,0,0,0,4,0,0,0,24,0,53,0,8,0,67,5,24,0,13,0,1,0,0,0,26,3,0,0,9,0,0,0,0,1,0,2,7,0,6,0,2,1,1,2,5,0,68,0,17,0,2,0,0,0,15,0,33,0,1,0,19,0,3,0,3,0,15,0,7,0,45,2,5,0,3,0,0,0
10.04.2021,263,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,1,0,0,3,0,38,1,0,0,1,0,2,0,9,0,20,1,0,0,2,0,1,0,13,0,1,1,12,0,0,0,9,1,1,0,1,1,18,2,10,0,0,0,17,0,0,0,7,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0
