,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nairobi,,Mombasa,,Baringo,,Bomet,,Bungoma,,Busia,,Elgeyo-Marakwet,,Embu,,Garissa,,Homa Bay,,Isiolo,,Kajiado,,Kakamega,,Kericho,,Kiambu,,Kilifi,,Kirinyaga,,Kisii,,Kisumu,,Kitui,,Kwale,,Laikipia,,Lamu,,Machakos,,Makueni,,Mandera,,Marsabit,,Meru,,Migori,,Murang'a,,Nakuru,,Nandi,,Narok,,Nyamira,,Nyandarua,,Nyeri,,Samburu,,Siaya,,Taita–Taveta,,Tharaka-Nithi,,Trans-Nzoia,,Turkana,,Uasin Gishu,,Vihiga,,Wajir,,West Pokot,
Date,Cases,Deaths,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death
09.07.2020,0,13,43,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,25,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,1,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
10.07.2020,161,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.07.2020,209,9,16,1,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,1,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0
12.07.2020,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.07.2020,294,10,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,48,1,1,0,1,0,63,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
14.07.2020,0,7,1,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,82,1,3,0,0,0,0,2,6,0,0,0,3,0,2,0,0,0,0,0,7,0,4,0,29,0,2,0,0,0,2,0,1,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.07.2020,247,7,0,0,0,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,9,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
16.07.2020,254,12,12,2,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,2,0,25,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,14,0,2,1,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,0,0,0,1,0,0,0
17.07.2020,0,11,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,1,0,0,0,0,0,4,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18.07.2020,439,16,0,1,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,28,0,1,0,1,0,44,0,10,0,0,0,6,0,1,0,0,0,1,0,0,0,1,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,17,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19.07.2020,0,16,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,29,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,5,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.07.2020,241,8,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,1,0,0,3,0,0,0,1,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,0,0
21.07.2020,339,15,0,0,0,0,5,0,0,0,7,0,0,0,1,0,1,0,1,0,0,0,55,0,1,0,3,0,50,0,1,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,84,3,0,0,0,0,2,0,1,0,0,0,9,0,21,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
22.07.2020,0,13,4,0,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,15,0,63,0,0,0,0,0,3,0,1,0,0,0,0,0,9,0,0,0,57,0,0,0,0,0,0,0,0,0,26,1,2,0,7,0,0,0,11,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0
23.07.2020,385,13,0,1,0,0,1,0,1,0,4,0,0,0,0,0,10,0,0,0,0,1,75,0,1,0,0,0,0,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,45,1,5,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,1,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,6,0,13,0,1,0,0,0,0,0
24.07.2020,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,31,2,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,2,14,2,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0
25.07.2020,459,12,48,0,0,0,8,0,2,0,0,0,0,0,3,0,10,0,0,0,0,0,96,0,2,0,7,0,91,3,0,0,0,0,1,0,14,0,0,0,0,0,5,0,0,0,55,0,5,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0
26.07.2020,327,16,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13,0,0,0,1,0,0,0
27.07.2020,0,38,7,4,0,0,3,0,0,0,7,0,0,0,1,0,6,0,0,0,0,0,26,2,0,0,9,0,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,2,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
28.07.2020,324,16,15,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,1,0,0,0,33,3,1,1,1,0,50,3,0,0,0,0,5,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,9,0,0,0,0,0,10,0,1,0,1,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,1,0,0,0,1,0
29.07.2020,0,17,0,0,5,0,9,1,0,0,19,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,8,0,0,2,0,0,2,0,0,0,8,0,1,0,1,0,0,0,1,0,21,0,1,0,0,0,0,0,2,0,0,0,3,0,34,0,3,0,14,0,0,0,0,0,4,0,0,0,8,1,0,0,4,0,2,0,0,0,0,0,0,1,4,0,0,0
30.07.2020,435,14,48,0,5,0,5,2,0,0,7,1,1,0,0,0,2,0,0,0,2,0,10,0,2,0,7,0,45,3,1,0,0,0,0,0,6,0,0,0,3,0,0,0,2,1,9,0,1,0,0,0,1,0,2,1,0,0,7,0,82,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,2,0,0,0,0,0,12,0,10,0,2,0,0,0,0,0
31.07.2020,450,34,0,1,0,0,2,0,1,0,12,0,0,0,0,0,3,0,2,0,3,0,22,1,0,0,0,0,62,0,1,0,20,0,1,0,9,0,0,0,1,0,11,0,0,0,8,0,0,0,0,0,1,0,0,0,15,1,9,0,9,0,4,0,5,0,0,0,5,0,4,0,0,0,7,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0
01.08.2020,0,25,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02.08.2020,410,12,9,0,0,0,0,0,1,0,1,0,0,0,1,0,16,0,0,0,0,0,17,0,0,0,0,0,27,2,1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,17,0,4,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0
03.08.2020,0,19,0,1,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,1,0,15,0,12,0,5,0,34,2,2,1,0,0,0,0,2,0,1,0,0,0,15,0,0,0,10,1,2,1,0,0,0,0,1,0,25,0,4,0,14,0,0,0,19,0,0,0,0,0,2,1,8,0,1,0,3,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0
04.08.2020,376,18,6,1,3,0,8,1,0,0,11,0,0,0,5,0,3,0,0,0,0,0,16,0,1,0,9,0,112,2,0,0,0,0,5,0,16,0,0,0,0,0,0,1,0,0,19,0,0,1,0,0,0,0,7,0,0,0,2,0,0,0,5,0,10,0,1,0,0,0,13,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0
05.08.2020,273,9,7,0,1,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,6,0,0,0,0,1,2,0,6,0,0,0,3,0,7,0,15,1,25,0,0,0,3,0,0,0,0,0,20,0,1,0,0,0,0,0,2,0,3,0,0,0,2,0,0,1,2,0,0,0
06.08.2020,0,8,0,1,0,0,1,0,0,0,20,0,1,0,0,0,1,1,0,0,0,0,108,0,2,0,7,0,53,1,0,0,4,0,5,0,0,0,0,0,0,0,7,0,0,0,38,0,6,0,0,0,0,0,4,0,1,0,1,0,30,0,0,0,14,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
07.08.2020,414,13,9,1,1,0,3,0,7,0,9,0,0,0,0,0,3,0,3,0,0,0,81,1,0,1,6,1,54,1,0,0,0,0,5,1,2,0,0,1,0,0,11,0,0,0,36,0,0,0,0,0,1,0,3,0,2,1,1,2,21,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0
08.08.2020,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,6,0,14,0,0,3,3,0,0,0,9,1,4,0,4,0,0,0,0,0,0,0,38,0,5,1,0,0,1,0,2,0,0,0,4,0,0,0,1,0,3,0,1,0,3,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
09.08.2020,345,13,3,1,3,0,0,0,0,0,5,0,0,0,3,0,48,0,0,0,1,0,14,0,0,0,0,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.08.2020,236,5,19,0,0,0,7,0,0,0,8,0,0,0,2,0,3,0,0,0,0,0,26,0,2,0,5,0,45,2,5,0,3,0,3,0,17,0,0,0,2,0,18,0,3,1,19,0,1,0,0,0,1,0,3,0,0,0,11,0,3,1,11,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,5,0
11.08.2020,0,20,0,0,1,0,1,0,0,0,6,0,0,0,3,0,18,0,3,0,4,0,32,2,1,0,14,0,0,4,2,0,4,0,0,0,7,0,2,0,0,0,9,0,0,0,25,1,4,1,0,0,0,0,5,0,8,0,4,0,8,0,6,0,2,1,1,0,13,0,23,1,1,0,1,0,1,0,11,0,3,0,0,0,12,0,1,0,11,0,0,0
12.08.2020,356,22,7,1,3,0,10,0,9,0,20,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,53,4,0,0,0,0,7,0,2,0,4,0,0,0,15,0,0,0,25,4,4,0,2,0,2,0,0,2,7,0,5,0,48,0,3,0,5,0,1,0,0,0,1,0,4,0,0,0,0,0,6,0,1,0,5,0,15,0,0,0,6,0,0,0
13.08.2020,0,6,15,0,2,0,0,0,1,0,17,0,0,0,0,0,1,0,0,0,0,0,14,0,5,0,0,0,52,0,0,0,0,0,2,0,12,0,2,0,0,0,3,1,10,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,7,0,4,0,1,0,0,0,0,1,1,0,2,0,4,0,2,0,0,0,0,0
14.08.2020,239,19,0,0,0,0,19,0,0,0,4,0,0,0,3,0,0,0,16,0,0,0,8,0,2,0,23,0,0,2,0,0,0,0,19,1,0,0,41,0,0,0,12,0,5,0,3,3,0,0,0,0,0,0,0,0,10,0,11,0,17,3,3,0,4,0,0,0,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
15.08.2020,126,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,2,1,0,0,11,0,1,0,13,1,2,1,8,0,10,0,0,0,0,0,3,0,11,1,1,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,12,0,0,0,0,0,4,0,8,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16.08.2020,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,14,2,0,0,0,0,23,1,3,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17.08.2020,98,4,4,0,0,1,0,0,0,0,12,0,0,0,1,0,4,0,0,0,0,0,9,0,0,0,0,0,0,2,3,0,1,0,0,0,3,0,1,0,0,0,20,0,11,0,0,0,4,0,0,0,2,0,0,0,18,0,3,0,4,0,2,0,0,0,0,0,0,0,2,0,11,0,0,0,3,0,0,0,0,0,10,0,18,0,1,0,0,0,0,0
18.08.2020,0,8,7,0,5,0,5,0,0,0,2,0,0,0,0,0,2,1,2,0,2,0,14,0,0,0,6,0,38,1,2,0,1,0,1,0,10,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,3,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,28,1,0,0,0,0,0,0
19.08.2020,129,10,0,2,1,0,0,0,0,0,7,0,0,0,2,0,3,0,0,0,2,0,0,0,1,0,48,0,24,0,5,0,1,0,0,0,11,0,13,1,0,0,13,0,1,0,21,0,6,0,0,0,0,0,0,0,17,1,0,1,11,0,0,0,0,1,0,0,3,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,8,0,0,0
20.08.2020,105,19,11,0,0,1,5,0,0,0,13,0,0,0,0,0,4,0,4,0,0,0,52,0,0,0,1,0,0,2,0,0,0,1,23,0,5,0,3,0,0,0,0,0,0,1,25,1,1,0,0,0,0,0,0,0,0,0,1,0,25,0,4,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
21.08.2020,0,7,25,1,0,0,6,0,0,0,6,0,0,0,1,0,4,0,7,0,0,0,19,1,0,0,5,0,24,0,0,0,4,0,3,0,9,0,5,0,1,0,9,0,15,0,0,0,0,0,0,0,1,0,1,0,20,0,4,0,24,0,1,0,9,0,0,0,1,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
22.08.2020,77,13,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,1,0,1,0,22,0,1,1,12,0,11,0,8,0,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,17,0,0,0,0,1,0,0,1,0,0,0
23.08.2020,0,7,10,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,1,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,1,0,13,0,6,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0
24.08.2020,74,5,0,0,2,0,0,0,1,0,1,0,0,0,2,0,12,0,0,0,2,1,3,0,1,0,0,0,28,2,5,0,0,0,0,0,18,0,4,0,3,0,4,1,10,0,16,1,2,0,0,0,0,0,0,0,9,0,4,0,1,0,2,0,0,0,1,0,0,0,6,0,0,0,0,0,7,0,1,0,0,0,9,0,8,0,0,0,1,0,0,0
25.08.2020,99,10,19,1,0,0,4,1,3,0,18,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,6,0,11,0,3,0,3,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,5,1,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
26.08.2020,0,4,6,0,0,0,2,0,0,0,66,0,0,0,0,0,7,0,15,0,6,0,0,0,2,0,3,0,0,0,0,0,4,0,32,1,11,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,5,0,5,0,37,0,3,0,7,0,1,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
27.08.2020,112,4,0,0,0,0,2,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,8,0,4,0,4,0,10,1,4,0,9,0,0,0,3,0,1,0,0,0,7,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,2,0,0,0,0,0,10,0,0,0,4,0,6,0,6,0,0,0,0,0,0,0
28.08.2020,0,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,11,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0
29.08.2020,81,4,10,2,2,0,2,0,0,0,10,0,0,0,20,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,2,0,6,0,0,0,2,0,3,0,0,0,18,0,0,0,0,0,2,0,4,0,2,0,15,1,0,0,3,0,0,0,0,0,13,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.08.2020,77,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,9,2,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
31.08.2020,0,3,17,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
01.09.2020,50,6,0,1,0,0,4,0,0,0,22,0,0,0,6,0,12,0,0,0,1,0,0,0,0,0,24,0,0,1,0,0,0,0,10,1,9,1,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02.09.2020,0,9,21,0,0,0,2,2,1,0,10,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,11,0,6,0,0,0,0,0,0,0,0,0,1,0,9,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,7,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,9,2,0,0,0,0,1,0
03.09.2020,66,2,2,0,1,0,0,0,0,0,11,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,3,0,9,0,1,0,0,0,2,0,0,0,6,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,10,0,0,0,3,0,12,0,1,0,0,0,0,0,0,0
04.09.2020,36,5,0,1,2,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,4,0,0,0,1,0,0,0
05.09.2020,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,3,0,12,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
06.09.2020,40,2,6,0,0,0,0,0,2,0,5,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,11,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
07.09.2020,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
08.09.2020,18,1,16,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,13,0,0,0,1,0,11,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
09.09.2020,34,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,9,0,0,0,1,0,5,0,0,0,0,0,9,0,8,0,0,0,4,1,4,0,23,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,7,0,2,0,0,0,0,0,0,0
10.09.2020,0,1,16,1,0,0,2,0,1,0,2,0,0,0,8,0,6,0,0,0,0,0,6,0,1,0,4,0,0,0,1,0,0,0,9,0,2,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0
11.09.2020,31,2,22,0,1,0,0,0,0,0,2,0,0,0,1,0,6,0,1,0,0,0,14,0,0,0,2,0,7,0,1,0,0,0,9,0,6,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,1,0,0,0,0,0,3,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0
12.09.2020,0,5,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,0,4,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,4,0,0,0,27,0,29,0,0,1,0,0,0,0,0,0
13.09.2020,23,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0
14.09.2020,27,2,7,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,5,0,0,1,4,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0
15.09.2020,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,6,1,0,0,0,0,0,0
